id_esito;codice_fiscale_stazione_appaltante;denominazione_stazione_appaltante;nr_lotto;tipo_bando;tipo_settore;oggetto_x;cpv;categoria;rup;cup;cig;data_pubb_esito_scp;luogo_esecuzione;imp_lavori;imp_contrattuale;ribasso_agg;tipo_procedura;asta_elettronica;forcella;appalto_riservato;data_pubb_esito_guue;data_pubb_guri;data_pubb_albo;url_profilo_comm;data_agg_def;termine_pres_dom_off;n_impr_rich;n_impr_inv;n_impr_off;n_impr_amm;criterio_aggiudicazione;data_pres_fine;note_agg;tipo_evento;motivazione;aggiudicatario;url;cfStrutturaProponente;denominazioneStrutturaProponente;oggetto_y;sceltaContraente;importoAggiudicazione;importoSommeLiquidate;dataInizio;dataUltimazione;jsonPartecipanti;jsonAggiudicatari;totalePartecipanti;totaleAggiudicatari;totaleRaggruppamentopartecipanti;totaleRaggruppamentoAggiudicatari;cfPrimoaggiudicatario;denominazionePrimoaggiudicatario
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;52488586A4;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;GRANDI VIVAI SCIACCA s.r.l;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80089&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248901A1F;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;ICEF S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80090&entita=ESITI;00514490010;Citt di Torino;SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONALE ANNI 201420152016  LOTTO E IMPORTO EURO 54900000 IVA AL 21 ESCLUSA  N ;01PROCEDURA APERTA;104025.84;104024.9;01/01/2014;31/12/2014;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04108590011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICEF S.R.L.""}]}";0.0;1.0;0.0;0.0;04108590011;ICEF SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248901A1F;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;ICEF S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80090&entita=ESITI;00514490010;Citt di Torino;PROCEDURA APERTA N 8820113  SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONALE TRIENNIO 201420152016 LOTTO E CIRCOSCRIZIONE 6;01PROCEDURA APERTA;179012.38;179012.38;02/10/2014;31/12/2014;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04108590011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICEF S.R.L.""}]}";0.0;1.0;0.0;0.0;04108590011;ICEF SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248901A1F;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;ICEF S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80090&entita=ESITI;00514490010;Citt di Torino;PROCEDURA APERTA N 882013  SERVIZIO MANUT ORDIN VERDE PUBBLICO CIRCLE TRIENNIO 20142016 LOTTO E ESTENSIONE EFFICACIA AFFIDAMENTO PER EURO 102;01PROCEDURA APERTA;135628.45;135628.45;24/04/2015;31/12/2015;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04108590011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICEF S.R.L.""}]}";0.0;1.0;0.0;0.0;04108590011;ICEF SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248901A1F;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;ICEF S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80090&entita=ESITI;00514490010;Citt di Torino;PROCEDURA APERTA N 882013  SERVIZIO DI MANUTENZIONE ORDINARIA VERDE PUBBLICO CIRCOSCRIZIONALE TRIENNIO 20142016 LOTTO E ESTENSIONE AFFIDAMENTO ;01PROCEDURA APERTA;134545.13;134545.13;16/09/2015;31/12/2015;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04108590011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICEF S.R.L.""}]}";0.0;1.0;0.0;0.0;04108590011;ICEF SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248925DEC;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;PUMAVER S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80091&entita=ESITI;00514490010;Citt di Torino;SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONALE ANNI 201420152016LOTTO F IMPORTO EURO 51000048 IVA AL 21 COMPRESA N ;01PROCEDURA APERTA;104824.39;104824.39;06/09/2014;31/12/2016;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""04754231217"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""PUMAVER S.R.L.""},{""codiceFiscale"":""08216690019"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""GREEN LINE""},{""codiceFiscale"":""01158780013"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""GREEN KEEPER SUBALPINA S.R.L.""},{""codiceFiscale"":""02743020121"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA ROTONDA COOPERATIVA SOCIALE A.R.L.""},{""codiceFiscale"":""04751390016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""EDIL MA.VI TORINO S.R.L.""},{""codiceFiscale"":""01749820013"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""TECNOVERDE S.A.S. DI LOMBARDI FABRIZIO e C.""},{""codiceFiscale"":""04108590011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICEF S.R.L.""},{""codiceFiscale"":""02590770802"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""MG S.R.L.""},{""codiceFiscale"":""11665510159"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ISAM""},{""codiceFiscale"":""03717670016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE - COOPERATIVA SOCIALE LA NUOVA COOPERATIVA""},{""codiceFiscale"":""03888260829"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""DAMAR COSTRUZIONI SRL""},{""codiceFiscale"":""05003380010"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""DAVID GIUSEPPE DI DAVID GIUSEPPE e C. S.A.S. - DAVID GIUSEPPE e C. S.A.S.""},{""codiceFiscale"":""03084000128"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""B.M. SERVIZI S.R.L.""},{""codiceFiscale"":""10348040014"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""MERIANO S.R.L.""},{""codiceFiscale"":""02304120872"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""GRANDI VIVAI SCIACCA S.R.L.""},{""codiceFiscale"":""04992930877"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""SICILVERDE S.R.L.""},{""codiceFiscale"":""05548770824"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""COSTRUZIONI GIOVIA""},{""codiceFiscale"":""05911040011"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""MAVES S.R.L.""},{""codiceFiscale"":""02426870412"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""ICFA SRL""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04754231217"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""PUMAVER S.R.L.""}]}";19.0;1.0;0.0;0.0;04754231217;PUMAVER SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248925DEC;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;PUMAVER S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80091&entita=ESITI;00514490010;Citt di Torino;PROCEDURA APERTA N 882013  SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONALE TRIENNIO 201420152016 LOTTO F CIRCOSCRIZIONE 7;01PROCEDURA APERTA;106721.04;106687.64;06/09/2014;31/12/2016;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""04754231217"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""PUMAVER S.R.L.""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""04754231217"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""PUMAVER S.R.L.""}]}";1.0;1.0;0.0;0.0;04754231217;PUMAVER SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248945E6D;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MERIANO S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80092&entita=ESITI;00514490010;Citt di Torino;C8 SERVIZI DI MANUTENZIONE ORDINARIA VERDE PUBBLICO CIRCOSCRIZIONALE ANNI 201420152016 LOTTO G  N GARA 5134792  CIG 5248945E6D IMPORTO EURO ;01PROCEDURA APERTA;116789.12;115340.12;04/09/2013;31/12/2013;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""10348040014"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""MERIANO S.R.L.""}]}";0.0;1.0;0.0;0.0;10348040014;MERIANO SRL
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248960ACF;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MONCALIERI SERVIZI SOC. COOP.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80093&entita=ESITI;00514490010;Citt di Torino;C9  SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONE 9 ANNI 201420152016 LOTTO H IMPORTO DI EURO 28499856 IVA 21 COMPRESA;01PROCEDURA APERTA;17422.46;13634.96;06/09/2013;31/12/2013;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""06102720015"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""MONCALIERI SERVIZI SOCIETA' COOPERATIVA""}]}";0.0;1.0;0.0;0.0;06102720015;MONCALIERI SERVIZI SOCIETA COOPERATIVA
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248960ACF;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MONCALIERI SERVIZI SOC. COOP.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80093&entita=ESITI;00514490010;Citt di Torino;C9  SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO CIRCOSCRIZIONE 9 ANNI 201420152016 LOTTO H IMPORTO DI EURO 28499856 IVA 21 COMPRESA;01PROCEDURA APERTA;99344.26;99344.26;06/09/2013;31/12/2013;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""03717670016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE - COOPERATIVA SOCIALE LA NUOVA COOPERATIVA""}]}";0.0;1.0;0.0;0.0;03717670016;LA NUOVA COOPERATIVA SOCIETA COOPERATIVA SOCIALE IMPRESA SOCIALE  COOPERATIVA SOCIALE LA NUOVA COOPERATIVA
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248960ACF;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MONCALIERI SERVIZI SOC. COOP.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80093&entita=ESITI;00514490010;Citt di Torino;C 9  PROCEDURA N 882013 SERVIZIO ORDINARIA MANUTENZIONE VERDE PUBBLICO 201420152016 LOTTO H ESTENSIONE EFFICACIA AFFIDAMENTO PER EURO 1715;01PROCEDURA APERTA;18089.98;18089.98;19/11/2014;31/12/2014;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""03717670016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE - COOPERATIVA SOCIALE LA NUOVA COOPERATIVA""}]}";0.0;1.0;0.0;0.0;03717670016;LA NUOVA COOPERATIVA SOCIETA COOPERATIVA SOCIALE IMPRESA SOCIALE  COOPERATIVA SOCIALE LA NUOVA COOPERATIVA
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248960ACF;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MONCALIERI SERVIZI SOC. COOP.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80093&entita=ESITI;00514490010;Citt di Torino;C 9 PROCEDURA APERTA N 882013  SERVIZIO DI ORDINARIA MANUTENZIONE VERDE PUBBLICO ANNI 201420152016 LOTTO H ESTENSIONE AGGIUDICAZIONE ED ;01PROCEDURA APERTA;78195.01;78195.01;22/04/2015;31/12/2015;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""03717670016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE - COOPERATIVA SOCIALE LA NUOVA COOPERATIVA""}]}";0.0;1.0;0.0;0.0;03717670016;LA NUOVA COOPERATIVA SOCIETA COOPERATIVA SOCIALE IMPRESA SOCIALE  COOPERATIVA SOCIALE LA NUOVA COOPERATIVA
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;5248960ACF;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;MONCALIERI SERVIZI SOC. COOP.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80093&entita=ESITI;00514490010;Citt di Torino;C 9  PROCEDURA N 882013  SERVIZIO DI ORDINARIA MANUTENZIONE VERDE PUBBLICO ANNI 201420152016 LOTTO H ESTENSIONE EFFICACIA AFFIDAMENTO PER ;01PROCEDURA APERTA;48913.84;48913.84;18/12/2015;31/12/2015;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""03717670016"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE - COOPERATIVA SOCIALE LA NUOVA COOPERATIVA""}]}";0.0;1.0;0.0;0.0;03717670016;LA NUOVA COOPERATIVA SOCIETA COOPERATIVA SOCIALE IMPRESA SOCIALE  COOPERATIVA SOCIALE LA NUOVA COOPERATIVA
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 88/2013 - Servizio di manutenzione ordinaria del verde pubblico circoscrizionale - Anni 2014/2015/2013.;77313000-7;Fornitura di servizi;Bianciardi Gabriella ;;52489881ED;2014-08-05;;;;;Procedura aperta;No;No;No;2014-07-20;2013-10-03;;;2014-04-01;2013-11-18;;;;;Prezzo più basso;;;Gara aggiudicata;;AGRIGARDEN S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80094&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;AFFIDAMENTO IN CONCESSIONE MEDIANTEPROCEDURA NEGOZIATA N. 16/2014 PER LA GESTIONE SOCIALE DELL?IMPIANTO SPORTIVO SITO INVIA OLIVERO, 32. ;92610000-0;Fornitura di servizi;Rorato Susanna ;;5648220298;2014-08-06;TORINO;;;;Procedura negoziata previa pubblicazione;No;No;No;2014-07-22;;;;2014-07-07;2014-05-29;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;SISPORT FIAT S.P.A.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80167&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 53/2014 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2014. LOTTI 1,2,3 E 4;45262522-6;;QUINTO ISABELLA;;5558276275;2014-08-18;TORINO;;;;Procedura aperta;No;No;No;;2014-05-22;2014-05-22;www.comune.torino.it/appalti;2014-06-25;2014-06-24;;;;;Prezzo più basso;2015-06-29;;Gara aggiudicata;;DECORI & RESTAURI SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80458&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 53/2014 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2014. LOTTI 1,2,3 E 4;45262522-6;;QUINTO ISABELLA;;5558325AE2;2014-08-18;TORINO;;;;Procedura aperta;No;No;No;;2014-05-22;2014-05-22;www.comune.torino.it/appalti;2014-06-25;2014-06-24;;;;;Prezzo più basso;2015-06-29;;Gara aggiudicata;;TERRA COSTRUZIONI SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80459&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 53/2014 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2014. LOTTI 1,2,3 E 4;45262522-6;;QUINTO ISABELLA;;5558334252;2014-08-18;TORINO;;;;Procedura aperta;No;No;No;;2014-05-22;2014-05-22;www.comune.torino.it/appalti;2014-06-25;2014-06-24;;;;;Prezzo più basso;2015-06-29;;Gara aggiudicata;;SADA SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80460&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 53/2014 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2014. LOTTI 1,2,3 E 4;45262522-6;;QUINTO ISABELLA;;5558339671;2014-08-18;TORINO;;;;Procedura aperta;No;No;No;;2014-05-22;2014-05-22;www.comune.torino.it/appalti;2014-06-25;2014-06-24;;;;;Prezzo più basso;2015-06-29;;Gara aggiudicata;;EDILMAR SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80461&entita=ESITI;00514490010;Citt di Torino;OPERE DI MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI COMUNALI DELLA CITTA  ANNO 2014 LOTTI 1234 ;01PROCEDURA APERTA;158713.88;158581.2;12/09/2014;11/09/2015;"{""raggruppamento"":[],""partecipante"":[]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""10274100014"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""EDILMAR S.R.L.""}]}";0.0;1.0;0.0;0.0;10274100014;EDILMAR SRL
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 53/2014 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2014. LOTTI 1,2,3 E 4;45262522-6;;QUINTO ISABELLA;;5558339671;2014-08-18;TORINO;;;;Procedura aperta;No;No;No;;2014-05-22;2014-05-22;www.comune.torino.it/appalti;2014-06-25;2014-06-24;;;;;Prezzo più basso;2015-06-29;;Gara aggiudicata;;EDILMAR SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80461&entita=ESITI;00514490010;Citt di Torino;OPERE DI MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI COMUNALI DELLA CITTA  ANNO 2014 LOTTI 1234 ;04PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO;94280.18;45239.89;12/09/2014;11/09/2015;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""10274100014"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""EDILMAR S.R.L.""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""10274100014"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""EDILMAR S.R.L.""}]}";1.0;1.0;0.0;0.0;10274100014;EDILMAR SRL
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA 27/2014-INTERVENTI STRAORDINARI VIE STRADE E PIAZZE DELLA CITTA'.BILANCIO 2013;45233141-9;;BERTASIO ROBERTO;;54287190A4;2014-08-21;TORINO;;;;Procedura aperta;No;No;No;;2014-04-15;2014-04-15;www.comune.torino.it/appalti;2014-07-08;2014-05-12;;;;;Prezzo più basso;2015-08-29;;Gara aggiudicata;;ITALVERDE SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80565&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA 27/2014-INTERVENTI STRAORDINARI SULLE VIE, STRADE E PIAZZE DELLA CITTA' - BILANCIO 2013. N. 10 LOTTI;45233141-9;;BERTASIO ROBERTO;;5428738052;2014-08-21;TORINO;;;;Procedura aperta;No;No;No;;2014-04-15;2014-04-15;www.comune.torino.it/appalti;2014-07-08;2014-05-12;;;;;Prezzo più basso;2015-08-29;;Gara aggiudicata;;AGRIGARDEN SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=80571&entita=ESITI;;;;;;;;;;;;;;;;
